"","Order","Entry","PLOT","Full_sample","Location","Sample_ID","replication","Day1Germ","Day2Germ","Day3Germ","Day4Germ","Day5Germ","kernels_remaining","UserDay1","UserDay2","UserDay3","UserDay4","UserDay5","notes"
"956",956,"BS616-65","12072","Full","Ketola",478,1,5,24,1,0,0,0,NA,NA,NA,NA,NA,NA
"957",957,"BS616-66","12073","Full","Ketola",479,2,9,21,0,0,0,0,"KK","KK","KK","KK","KK",NA
"958",958,"BS616-66","12073","Full","Ketola",479,1,5,25,0,0,0,0,NA,NA,NA,NA,NA,NA
"959",959,"BS616-67","12074","Half","Ketola",480,2,13,17,0,0,0,0,"KK","KK","KK","KK","KK",NA
"960",960,"BS616-67","12074","Half","Ketola",480,1,14,16,0,0,0,0,NA,NA,NA,NA,NA,NA
"961",961,"BS616-68","12075","Full","Ketola",481,2,5,16,9,0,0,0,"KK","KK","KK","KK","KK",NA
"962",962,"BS616-68","12075","Full","Ketola",481,1,4,25,1,0,0,0,NA,NA,NA,NA,NA,NA
"963",963,"BS616-69","12076","Full","Ketola",482,2,14,16,0,0,0,0,"KK","KK","KK","KK","KK",NA
"964",964,"BS616-69","12076","Full","Ketola",482,1,7,23,0,0,0,0,NA,NA,NA,NA,NA,NA
"965",965,"BS616-70","12077","Half","Ketola",483,2,3,21,6,0,0,0,"KK","KK","KK","KK","KK",NA
"966",966,"BS616-70","12077","Half","Ketola",483,1,3,21,6,0,0,0,NA,NA,NA,NA,NA,NA
"967",967,"BS616-71","12078","Full","Ketola",484,2,6,21,3,0,0,0,"KK","KK","KK","KK","KK",NA
"968",968,"BS616-71","12078","Full","Ketola",484,1,6,24,0,0,0,0,NA,NA,NA,NA,NA,NA
"969",969,"BS616-72","12079","Half","Ketola",485,2,8,21,0,1,0,0,"KK","KK","KK","KK","KK",NA
"970",970,"BS616-72","12079","Half","Ketola",485,1,6,23,0,0,0,1,NA,NA,NA,NA,NA,NA
"971",971,"BS616-73","12080","Half","Ketola",486,2,11,17,2,0,0,0,"KK","KK","KK","KK","KK",NA
"972",972,"BS616-73","12080","Half","Ketola",486,1,5,24,1,0,0,0,NA,NA,NA,NA,NA,NA
"973",973,"BS616-74","12081","Full","Ketola",487,2,4,24,2,0,0,0,"KK","KK","KK","KK","KK",NA
"974",974,"BS616-74","12081","Full","Ketola",487,1,8,20,2,0,0,0,NA,NA,NA,NA,NA,NA
"975",975,"BS616-75","12082","Full","Ketola",488,2,1,24,5,0,0,0,"KK","KK","KK","KK","KK",NA
"976",976,"BS616-75","12082","Full","Ketola",488,1,3,25,1,0,0,1,NA,NA,NA,NA,NA,NA
"977",977,"BS616-76","12083","Half","Ketola",489,2,1,27,2,0,0,0,"KK","KK","KK","KK","KK",NA
"978",978,"BS616-76","12083","Half","Ketola",489,1,4,26,0,0,0,0,NA,NA,NA,NA,NA,NA
"979",979,"BS616-77","12084","Full","Ketola",490,2,11,19,0,0,0,0,"KK","KK","KK","KK","KK",NA
"980",980,"BS616-77","12084","Full","Ketola",490,1,3,26,0,0,0,0,NA,NA,NA,NA,NA,NA
"981",981,"BS616-78","12085","Half","Ketola",491,2,12,18,0,0,0,0,"KK","KK","KK","KK","KK",NA
"982",982,"BS616-78","12085","Half","Ketola",491,1,7,23,0,0,0,0,NA,NA,NA,NA,NA,NA
"983",983,"BS616-79","12086","Full","Ketola",492,2,6,22,3,0,0,0,"KK","KK","KK","KK","KK",NA
"984",984,"BS616-79","12086","Full","Ketola",492,1,10,19,1,0,0,0,NA,NA,NA,NA,NA,NA
"985",985,"BS710-1","12087","Half","Ketola",493,2,5,23,2,0,0,0,"KK","KK","KK","KK","KK",NA
"986",986,"BS710-1","12087","Half","Ketola",493,1,12,18,0,0,0,0,NA,NA,NA,NA,NA,NA
"987",987,"BS710-2","12088","Full","Ketola",494,2,10,19,1,0,0,0,"KK","KK","KK","KK","KK",NA
"988",988,"BS710-2","12088","Full","Ketola",494,1,10,20,0,0,0,0,NA,NA,NA,NA,NA,NA
"989",989,"BS710-3","12089","Half","Ketola",495,2,9,19,1,0,1,0,"KK","KK","KK","KK","KK",NA
"990",990,"BS710-3","12089","Half","Ketola",495,1,7,23,0,0,0,0,NA,NA,NA,NA,NA,NA
"991",991,"BS710-4","12090","Half","Ketola",496,2,16,13,1,0,0,0,"KK","KK","KK","KK","KK",NA
"992",992,"BS710-4","12090","Half","Ketola",496,1,11,19,0,0,0,0,NA,NA,NA,NA,NA,NA
"993",993,"BS710-7","12093","Full","Ketola",497,2,5,24,1,0,0,0,"KK","KK","KK","KK","KK",NA
"994",994,"BS710-7","12093","Full","Ketola",497,1,9,20,0,0,0,1,NA,NA,NA,NA,NA,NA
"995",995,"BS710-8","12094","Full","Ketola",498,2,12,17,1,0,0,0,"KK","KK","KK","KK","KK",NA
"996",996,"BS710-8","12094","Full","Ketola",498,1,10,20,0,0,0,0,NA,NA,NA,NA,NA,NA
"997",997,"BS710-9","12095","Full","Ketola",499,2,11,13,3,2,1,0,"KK","KK","KK","KK","KK",NA
"998",998,"BS710-9","12095","Full","Ketola",499,1,5,17,5,0,0,3,NA,NA,NA,NA,NA,NA
"999",999,"BS710-10","12096","Half","Ketola",500,2,12,17,1,0,0,0,"KK","KK","KK","KK","KK",NA
"1000",1000,"BS710-10","12096","Half","Ketola",500,1,11,19,0,0,0,0,NA,NA,NA,NA,NA,NA
"1001",1001,"BS710-11","12097","Half","Ketola",501,2,6,24,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1002",1002,"BS710-11","12097","Half","Ketola",501,1,4,26,0,0,0,0,NA,NA,NA,NA,NA,NA
"1003",1003,"BS710-12","12098","Half","Ketola",502,2,12,17,0,1,0,0,"KK","KK","KK","KK","KK",NA
"1004",1004,"BS710-12","12098","Half","Ketola",502,1,14,16,0,0,0,0,NA,NA,NA,NA,NA,NA
"1005",1005,"Flavia","12100","Full","Ketola",503,2,6,23,1,0,0,0,"KK","KK","KK","KK","KK",NA
"1006",1006,"Flavia","12100","Full","Ketola",503,1,14,16,0,0,0,0,NA,NA,NA,NA,NA,NA
"1007",1007,"Scala","12101","Full","Ketola",504,2,10,20,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1008",1008,"Scala","12101","Full","Ketola",504,1,11,17,1,0,0,1,NA,NA,NA,NA,NA,NA
"1009",1009,"DH130910","12102","Full","Ketola",505,2,5,25,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1010",1010,"DH130910","12102","Full","Ketola",505,1,4,25,1,0,0,0,NA,NA,NA,NA,NA,NA
"1011",1011,"SY Tepee","12103","Full","Ketola",506,2,11,17,0,1,1,0,"KK","KK","KK","KK","KK",NA
"1012",1012,"SY Tepee","12103","Full","Ketola",506,1,9,20,1,0,0,0,NA,NA,NA,NA,NA,NA
"1013",1013,"BS710-15","12106","Full","Ketola",507,2,3,20,7,0,0,0,"KK","KK","KK","KK","KK",NA
"1014",1014,"BS710-15","12106","Full","Ketola",507,1,0,30,0,0,0,0,NA,NA,NA,NA,NA,NA
"1015",1015,"BS710-18","12109","Half","Ketola",508,2,12,18,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1016",1016,"BS710-18","12109","Half","Ketola",508,1,14,16,0,0,0,0,NA,NA,NA,NA,NA,NA
"1017",1017,"BS710-21","12112","Full","Ketola",509,2,7,20,3,0,0,0,"KK","KK","KK","KK","KK",NA
"1018",1018,"BS710-21","12112","Full","Ketola",509,1,1,29,0,0,0,0,NA,NA,NA,NA,NA,NA
"1019",1019,"BS710-23","12114","Full","Ketola",510,2,12,18,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1020",1020,"BS710-23","12114","Full","Ketola",510,1,6,24,0,0,0,0,NA,NA,NA,NA,NA,NA
"1021",1021,"BS710-27","12118","Full","Ketola",511,2,7,21,2,0,0,0,"KK","KK","KK","KK","KK",NA
"1022",1022,"BS710-27","12118","Full","Ketola",511,1,9,21,0,0,0,0,NA,NA,NA,NA,NA,NA
"1023",1023,"BS710-29","12120","Half","Ketola",512,2,4,17,9,0,0,0,"KK","KK","KK","KK","KK",NA
"1024",1024,"BS710-29","12120","Half","Ketola",512,1,6,24,0,0,0,0,NA,NA,NA,NA,NA,NA
"1025",1025,"BS710-30","12121","Full","Ketola",513,2,10,20,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1026",1026,"BS710-30","12121","Full","Ketola",513,1,12,17,0,0,0,1,NA,NA,NA,NA,NA,NA
"1027",1027,"BS710-33","12124","Full","Ketola",514,2,11,19,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1028",1028,"BS710-33","12124","Full","Ketola",514,1,4,26,0,0,0,0,NA,NA,NA,NA,NA,NA
"1029",1029,"BS710-35","12126","Half","Ketola",515,2,15,15,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1030",1030,"BS710-35","12126","Half","Ketola",515,1,15,15,0,0,0,0,NA,NA,NA,NA,NA,NA
"1031",1031,"BS710-36","12127","Half","Ketola",516,2,10,19,1,0,0,0,"KK","KK","KK","KK","KK",NA
"1032",1032,"BS710-36","12127","Half","Ketola",516,1,7,23,0,0,0,0,NA,NA,NA,NA,NA,NA
"1033",1033,"BS710-39","12130","Half","Ketola",517,2,7,22,1,0,0,0,"KK","KK","KK","KK","KK",NA
"1034",1034,"BS710-39","12130","Half","Ketola",517,1,5,25,0,0,0,0,NA,NA,NA,NA,NA,NA
"1035",1035,"BS710-40","12131","Half","Ketola",518,2,6,18,5,1,0,0,"KK","KK","KK","KK","KK",NA
"1036",1036,"BS710-40","12131","Half","Ketola",518,1,5,16,5,2,1,1,NA,NA,NA,NA,NA,NA
"1037",1037,"BS710-41","12132","Full","Ketola",519,2,4,23,3,0,0,0,"KK","KK","KK","KK","KK",NA
"1038",1038,"BS710-41","12132","Full","Ketola",519,1,6,24,0,0,0,0,NA,NA,NA,NA,NA,NA
"1039",1039,"BS710-44","12135","Half","Ketola",520,2,0,29,0,1,0,0,"KK","KK","KK","KK","KK",NA
"1040",1040,"BS710-44","12135","Half","Ketola",520,1,4,25,1,0,0,0,NA,NA,NA,NA,NA,NA
"1041",1041,"BS710-45","12136","Half","Ketola",521,2,8,22,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1042",1042,"BS710-45","12136","Half","Ketola",521,1,3,27,0,0,0,0,NA,NA,NA,NA,NA,NA
"1043",1043,"BS710-46","12137","Full","Ketola",522,2,4,19,5,0,0,0,"KK","KK","KK","KK","KK",NA
"1044",1044,"BS710-46","12137","Full","Ketola",522,1,3,27,0,0,0,0,NA,NA,NA,NA,NA,NA
"1045",1045,"BS710-48","12139","Full","Ketola",523,2,4,19,7,0,0,0,"KK","KK","KK","KK","KK",NA
"1046",1046,"BS710-48","12139","Full","Ketola",523,1,2,25,3,0,0,0,NA,NA,NA,NA,NA,NA
"1047",1047,"BS710-50","12141","Full","Ketola",524,2,15,15,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1048",1048,"BS710-50","12141","Full","Ketola",524,1,13,17,0,0,0,0,NA,NA,NA,NA,NA,NA
"1049",1049,"BS710-51","12142","Half","Ketola",525,2,5,25,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1050",1050,"BS710-51","12142","Half","Ketola",525,1,2,28,0,0,0,0,NA,NA,NA,NA,NA,NA
"1051",1051,"BS710-53","12144","Half","Ketola",526,2,9,19,2,0,0,0,"KK","KK","KK","KK","KK",NA
"1052",1052,"BS710-53","12144","Half","Ketola",526,1,10,19,1,0,0,0,NA,NA,NA,NA,NA,NA
"1053",1053,"BS710-57","12148","Full","Ketola",527,2,19,11,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1054",1054,"BS710-57","12148","Full","Ketola",527,1,18,12,0,0,0,0,NA,NA,NA,NA,NA,NA
"1055",1055,"BS710-58","12149","Full","Ketola",528,2,5,24,0,1,0,0,"KK","KK","KK","KK","KK",NA
"1056",1056,"BS710-58","12149","Full","Ketola",528,1,6,24,0,0,0,0,NA,NA,NA,NA,NA,NA
"1057",1057,"Charles","12150","Half","Ketola",529,2,NA,NA,NA,NA,NA,NA,"KK","KK","KK","KK","KK",NA
"1058",1058,"Charles","12150","Half","Ketola",529,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1059",1059,"BS710-60","12153","Half","Ketola",530,2,13,17,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1060",1060,"BS710-60","12153","Half","Ketola",530,1,18,8,3,0,0,1,NA,NA,NA,NA,NA,NA
"1061",1061,"BS710-61","12154","Half","Ketola",531,2,11,19,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1062",1062,"BS710-61","12154","Half","Ketola",531,1,13,17,0,0,0,0,NA,NA,NA,NA,NA,NA
"1063",1063,"BS710-63","12156","Half","Ketola",532,2,11,18,1,0,0,0,"KK","KK","KK","KK","KK",NA
"1064",1064,"BS710-63","12156","Half","Ketola",532,1,12,18,0,0,0,0,NA,NA,NA,NA,NA,NA
"1065",1065,"BS710-64","12157","Full","Ketola",533,2,8,20,2,2,0,0,"KK","KK","KK","KK","KK",NA
"1066",1066,"BS710-64","12157","Full","Ketola",533,1,1,27,1,0,0,0,NA,NA,NA,NA,NA,NA
"1067",1067,"BS710-66","12159","Full","Ketola",534,2,1,12,11,3,3,0,"KK","KK","KK","KK","KK",NA
"1068",1068,"BS710-66","12159","Full","Ketola",534,1,1,12,12,2,0,3,NA,NA,NA,NA,NA,NA
"1069",1069,"BS710-67","12160","Half","Ketola",535,2,9,19,3,0,0,0,"KK","KK","KK","KK","KK",NA
"1070",1070,"BS710-67","12160","Half","Ketola",535,1,7,23,0,0,0,0,NA,NA,NA,NA,NA,NA
"1071",1071,"BS712-68","12161","Full","Ketola",536,2,14,16,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1072",1072,"BS712-68","12161","Full","Ketola",536,1,12,18,0,0,0,0,NA,NA,NA,NA,NA,NA
"1073",1073,"BS712-69","12162","Full","Ketola",537,2,9,21,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1074",1074,"BS712-69","12162","Full","Ketola",537,1,5,23,2,0,0,0,NA,NA,NA,NA,NA,NA
"1075",1075,"BS712-70","12163","Full","Ketola",538,2,4,24,2,0,0,0,"KK","KK","KK","KK","KK",NA
"1076",1076,"BS712-70","12163","Full","Ketola",538,1,3,27,0,0,0,0,NA,NA,NA,NA,NA,NA
"1077",1077,"BS712-71","12164","Half","Ketola",539,2,10,20,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1078",1078,"BS712-71","12164","Half","Ketola",539,1,7,22,0,0,0,1,NA,NA,NA,NA,NA,NA
"1079",1079,"BS712-72","12165","Half","Ketola",540,2,5,25,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1080",1080,"BS712-72","12165","Half","Ketola",540,1,4,25,1,0,0,0,NA,NA,NA,NA,NA,NA
"1081",1081,"BS712-73","12166","Half","Ketola",541,2,6,22,2,0,0,0,"KK","KK","KK","KK","KK",NA
"1082",1082,"BS712-73","12166","Half","Ketola",541,1,3,26,1,0,0,0,NA,NA,NA,NA,NA,NA
"1083",1083,"BS712-74","12167","Full","Ketola",542,2,9,20,0,1,0,0,"KK","KK","KK","KK","KK",NA
"1084",1084,"BS712-74","12167","Full","Ketola",542,1,11,19,0,0,0,0,NA,NA,NA,NA,NA,NA
"1085",1085,"BS713-75","12168","Full","Ketola",543,2,4,24,2,0,0,0,"KK","KK","KK","KK","KK",NA
"1086",1086,"BS713-75","12168","Full","Ketola",543,1,3,25,2,0,0,0,NA,NA,NA,NA,NA,NA
"1087",1087,"BS713-76","12169","Half","Ketola",544,2,14,15,0,1,0,0,"KK","KK","KK","KK","KK",NA
"1088",1088,"BS713-76","12169","Half","Ketola",544,1,6,24,0,0,0,0,NA,NA,NA,NA,NA,NA
"1089",1089,"BS713-78","12171","Full","Ketola",545,2,12,17,0,0,0,1,"KK","KK","KK","KK","KK",NA
"1090",1090,"BS713-78","12171","Full","Ketola",545,1,10,20,0,0,0,0,NA,NA,NA,NA,NA,NA
"1091",1091,"BS713-80","12173","Half","Ketola",546,2,6,23,1,0,0,0,"KK","KK","KK","KK","KK",NA
"1092",1092,"BS713-80","12173","Half","Ketola",546,1,9,21,0,0,0,0,NA,NA,NA,NA,NA,NA
"1093",1093,"BS713-81","12174","Half","Ketola",547,2,3,17,7,2,0,0,"KK","KK","KK","KK","KK",NA
"1094",1094,"BS713-81","12174","Half","Ketola",547,1,5,20,4,1,0,0,NA,NA,NA,NA,NA,NA
"1095",1095,"BS713-83","12176","Half","Ketola",548,2,3,8,12,5,2,0,"KK","KK","KK","KK","KK",NA
"1096",1096,"BS713-83","12176","Half","Ketola",548,1,3,9,10,6,0,2,NA,NA,NA,NA,NA,NA
"1097",1097,"BS713-84","12177","Full","Ketola",549,2,4,21,6,0,0,0,"KK","KK","KK","KK","KK",NA
"1098",1098,"BS713-84","12177","Full","Ketola",549,1,1,27,2,0,0,0,NA,NA,NA,NA,NA,NA
"1099",1099,"BS713-87","12180","Half","Ketola",550,2,6,24,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1100",1100,"BS713-87","12180","Half","Ketola",550,1,12,18,0,0,0,0,NA,NA,NA,NA,NA,NA
"1101",1101,"BS713-89","12182","Half","Ketola",551,2,4,26,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1102",1102,"BS713-89","12182","Half","Ketola",551,1,9,21,0,0,0,0,NA,NA,NA,NA,NA,NA
"1103",1103,"BS713-90","12183","Full","Ketola",552,2,12,17,1,0,0,0,"KK","KK","KK","KK","KK",NA
"1104",1104,"BS713-90","12183","Full","Ketola",552,1,9,20,0,0,0,1,NA,NA,NA,NA,NA,NA
"1105",1105,"BS713-91","12184","Full","Ketola",553,2,3,21,6,0,0,0,"KK","KK","KK","KK","KK",NA
"1106",1106,"BS713-91","12184","Full","Ketola",553,1,5,25,0,0,0,0,NA,NA,NA,NA,NA,NA
"1107",1107,"BS713-93","12186","Full","Ketola",554,2,1,15,14,0,0,0,"KK","KK","KK","KK","KK",NA
"1108",1108,"BS713-93","12186","Full","Ketola",554,1,1,23,5,0,0,1,NA,NA,NA,NA,NA,NA
"1109",1109,"BS713-94","12187","Half","Ketola",555,2,18,11,0,0,0,1,"KK","KK","KK","KK","KK",NA
"1110",1110,"BS713-94","12187","Half","Ketola",555,1,7,22,1,0,0,0,NA,NA,NA,NA,NA,NA
"1111",1111,"BS713-95","12188","Full","Ketola",556,2,7,19,4,0,0,0,"KK","KK","KK","KK","KK",NA
"1112",1112,"BS713-95","12188","Full","Ketola",556,1,5,20,5,0,0,0,NA,NA,NA,NA,NA,NA
"1113",1113,"BS713-96","12189","Full","Ketola",557,2,13,14,3,0,0,0,"KK","KK","KK","KK","KK",NA
"1114",1114,"BS713-96","12189","Full","Ketola",557,1,3,25,2,0,0,0,NA,NA,NA,NA,NA,NA
"1115",1115,"BS713-97","12190","Half","Ketola",558,2,3,25,3,0,0,0,"KK","KK","KK","KK","KK",NA
"1116",1116,"BS713-97","12190","Half","Ketola",558,1,2,24,2,1,0,1,NA,NA,NA,NA,NA,NA
"1117",1117,"BS713-98","12191","Full","Ketola",559,2,16,14,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1118",1118,"BS713-98","12191","Full","Ketola",559,1,11,19,0,0,0,0,NA,NA,NA,NA,NA,NA
"1119",1119,"BS713-99","12192","Half","Ketola",560,2,4,21,5,0,0,0,"KK","KK","KK","KK","KK",NA
"1120",1120,"BS713-99","12192","Half","Ketola",560,1,4,25,1,0,0,0,NA,NA,NA,NA,NA,NA
"1121",1121,"BS713-100","12193","Half","Ketola",561,2,5,18,7,0,0,0,"KK","KK","KK","KK","KK",NA
"1122",1122,"BS713-100","12193","Half","Ketola",561,1,8,21,1,0,0,0,NA,NA,NA,NA,NA,NA
"1123",1123,"BS713-101","12194","Half","Ketola",562,2,4,23,3,0,0,0,"KK","KK","KK","KK","KK",NA
"1124",1124,"BS713-101","12194","Half","Ketola",562,1,8,20,2,0,0,0,NA,NA,NA,NA,NA,NA
"1125",1125,"BS713-102","12195","Full","Ketola",563,2,1,21,8,0,0,0,"KK","KK","KK","KK","KK",NA
"1126",1126,"BS713-102","12195","Full","Ketola",563,1,4,26,0,0,0,0,NA,NA,NA,NA,NA,NA
"1127",1127,"BS713-103","12196","Half","Ketola",564,2,9,16,4,0,1,0,"KK","KK","KK","KK","KK",NA
"1128",1128,"BS713-103","12196","Half","Ketola",564,1,12,14,3,1,0,0,NA,NA,NA,NA,NA,NA
"1129",1129,"BS713-104","12197","Full","Ketola",565,2,6,23,1,0,0,0,"KK","KK","KK","KK","KK",NA
"1130",1130,"BS713-104","12197","Full","Ketola",565,1,5,25,0,0,0,0,NA,NA,NA,NA,NA,NA
"1131",1131,"BS713-105","12198","Full","Ketola",566,2,10,19,1,0,0,0,"KK","KK","KK","KK","KK",NA
"1132",1132,"BS713-105","12198","Full","Ketola",566,1,4,25,0,0,0,1,NA,NA,NA,NA,NA,NA
"1133",1133,"BS713-106","12199","Full","Ketola",567,2,4,24,2,0,0,0,"KK","KK","KK","KK","KK",NA
"1134",1134,"BS713-106","12199","Full","Ketola",567,1,7,23,0,0,0,0,NA,NA,NA,NA,NA,NA
"1135",1135,"Flavia","12200","Full","Ketola",568,2,13,17,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1136",1136,"Flavia","12200","Full","Ketola",568,1,11,19,0,0,0,0,NA,NA,NA,NA,NA,NA
"1137",1137,"Scala","12201","Full","Ketola",569,2,15,15,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1138",1138,"Scala","12201","Full","Ketola",569,1,21,9,0,0,0,0,NA,NA,NA,NA,NA,NA
"1139",1139,"DH130910","12202","Full","Ketola",570,2,6,22,1,1,0,0,"KK","KK","KK","KK","KK",NA
"1140",1140,"DH130910","12202","Full","Ketola",570,1,3,24,1,2,0,0,NA,NA,NA,NA,NA,NA
"1141",1141,"SY Tepee","12203","Full","Ketola",571,2,15,15,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1142",1142,"SY Tepee","12203","Full","Ketola",571,1,8,22,0,0,0,0,NA,NA,NA,NA,NA,NA
"1143",1143,"BS713-107","12205","Half","Ketola",572,2,6,23,1,0,0,0,"KK","KK","KK","KK","KK",NA
"1144",1144,"BS713-107","12205","Half","Ketola",572,1,12,18,0,0,0,0,NA,NA,NA,NA,NA,NA
"1145",1145,"BS713-108","12206","Full","Ketola",573,2,13,17,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1146",1146,"BS713-108","12206","Full","Ketola",573,1,11,18,0,1,0,0,NA,NA,NA,NA,NA,NA
"1147",1147,"BS713-109","12207","Full","Ketola",574,2,11,19,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1148",1148,"BS713-109","12207","Full","Ketola",574,1,2,28,0,0,0,0,NA,NA,NA,NA,NA,NA
"1149",1149,"BS713-110","12208","Full","Ketola",575,2,17,13,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1150",1150,"BS713-110","12208","Full","Ketola",575,1,11,19,0,0,0,0,NA,NA,NA,NA,NA,NA
"1151",1151,"BS713-111","12209","Half","Ketola",576,2,5,20,3,2,0,0,"KK","KK","KK","KK","KK",NA
"1152",1152,"BS713-111","12209","Half","Ketola",576,1,6,16,3,3,0,2,NA,NA,NA,NA,NA,NA
"1153",1153,"BS713-112","12210","Full","Ketola",577,2,5,25,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1154",1154,"BS713-112","12210","Full","Ketola",577,1,2,26,2,0,0,0,NA,NA,NA,NA,NA,NA
"1155",1155,"BS713-113","12211","Full","Ketola",578,2,5,25,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1156",1156,"BS713-113","12211","Full","Ketola",578,1,8,22,0,0,0,0,NA,NA,NA,NA,NA,NA
"1157",1157,"BS714-114","12212","Half","Ketola",579,2,5,24,1,0,0,0,"KK","KK","KK","KK","KK",NA
"1158",1158,"BS714-114","12212","Half","Ketola",579,1,14,16,0,0,0,0,NA,NA,NA,NA,NA,NA
"1159",1159,"BS714-115","12213","Half","Ketola",580,2,4,19,5,0,1,0,"KK","KK","KK","KK","KK",NA
"1160",1160,"BS714-115","12213","Half","Ketola",580,1,5,19,3,0,0,3,NA,NA,NA,NA,NA,NA
"1161",1161,"BS714-116","12214","Half","Ketola",581,2,11,19,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1162",1162,"BS714-116","12214","Half","Ketola",581,1,10,20,0,0,0,0,NA,NA,NA,NA,NA,NA
"1163",1163,"BS714-119","12217","Half","Ketola",582,2,0,7,16,6,0,0,"KK","KK","KK","KK","KK",NA
"1164",1164,"BS714-119","12217","Half","Ketola",582,1,1,17,5,7,0,0,NA,NA,NA,NA,NA,NA
"1165",1165,"BS714-120","12218","Half","Ketola",583,2,11,12,3,1,1,2,"KK","KK","KK","KK","KK",NA
"1166",1166,"BS714-120","12218","Half","Ketola",583,1,14,14,0,0,0,2,NA,NA,NA,NA,NA,NA
"1167",1167,"BS714-121","12219","Half","Ketola",584,2,6,24,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1168",1168,"BS714-121","12219","Half","Ketola",584,1,7,23,0,0,0,0,NA,NA,NA,NA,NA,NA
"1169",1169,"BS714-122","12220","Half","Ketola",585,2,10,19,1,0,0,0,"KK","KK","KK","KK","KK",NA
"1170",1170,"BS714-122","12220","Half","Ketola",585,1,10,20,0,0,0,0,NA,NA,NA,NA,NA,NA
"1171",1171,"BS714-123","12221","Full","Ketola",586,2,5,23,2,0,0,0,"KK","KK","KK","KK","KK",NA
"1172",1172,"BS714-123","12221","Full","Ketola",586,1,3,27,0,0,0,0,NA,NA,NA,NA,NA,NA
"1173",1173,"BS714-124","12222","Full","Ketola",587,2,8,22,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1174",1174,"BS714-124","12222","Full","Ketola",587,1,4,25,0,0,0,1,NA,NA,NA,NA,NA,NA
"1175",1175,"BS714-125","12223","Full","Ketola",588,2,5,23,2,0,0,0,"KK","KK","KK","KK","KK",NA
"1176",1176,"BS714-125","12223","Full","Ketola",588,1,6,21,3,0,0,0,NA,NA,NA,NA,NA,NA
"1177",1177,"BS714-127","12225","Half","Ketola",589,2,10,12,6,0,0,2,"KK","KK","KK","KK","KK",NA
"1178",1178,"BS714-127","12225","Half","Ketola",589,1,5,24,3,2,0,1,NA,NA,NA,NA,NA,NA
"1179",1179,"BS714-128","12226","Full","Ketola",590,2,3,27,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1180",1180,"BS714-128","12226","Full","Ketola",590,1,0,29,1,0,0,0,NA,NA,NA,NA,NA,NA
"1181",1181,"BS714-129","12227","Half","Ketola",591,2,17,13,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1182",1182,"BS714-129","12227","Half","Ketola",591,1,7,23,0,0,0,0,NA,NA,NA,NA,NA,NA
"1183",1183,"BS714-130","12228","Half","Ketola",592,2,18,12,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1184",1184,"BS714-130","12228","Half","Ketola",592,1,12,18,0,0,0,0,NA,NA,NA,NA,NA,NA
"1185",1185,"BS715-131","12229","Half","Ketola",593,2,8,22,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1186",1186,"BS715-131","12229","Half","Ketola",593,1,5,25,0,0,0,0,NA,NA,NA,NA,NA,NA
"1187",1187,"BS715-133","12231","Half","Ketola",594,2,10,20,0,0,0,0,"KK","KK","KK","KK","KK",NA
"1188",1188,"BS715-133","12231","Half","Ketola",594,1,15,15,0,0,0,0,NA,NA,NA,NA,NA,NA
"1189",1189,"BS715-134","12232","Half","Ketola",595,2,1,24,4,0,0,0,"KK","KK","KK","KK","KK",NA
"1190",1190,"BS715-134","12232","Half","Ketola",595,1,1,27,2,0,0,0,NA,NA,NA,NA,NA,NA
